date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:44	230/230	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2018%20Oct%202020%2013:26:40%20GMT	https://themes.muffingroup.com/be/artist3/xmlrpc.php?rsd	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/xmlrpc0db0.php	(from https://themes.muffingroup.com/be/artist3/)
16:26:45	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%22415-5a8a8e3949a3a%22	https://themes.muffingroup.com/be/artist3/wp-includes/wlwmanifest.xml	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-includes/wlwmanifest.xml	(from https://themes.muffingroup.com/be/artist3/)
16:26:46	2309/2309	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Oct%202020%2013:26:41%20GMT	https://themes.muffingroup.com/be/artist3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fartist3%2F	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-json/oembed/1.0/embede8db.json	(from https://themes.muffingroup.com/be/artist3/)
16:26:46	749339/749339	---MCZ	200	added ('OK')	application/json	date:Sun,%2018%20Oct%202020%2013:26:41%20GMT	https://themes.muffingroup.com/be/artist3/wp-json/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-json/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:46	2730/2730	---MCZ	200	added ('OK')	text/xml	date:Sun,%2018%20Oct%202020%2013:26:42%20GMT	https://themes.muffingroup.com/be/artist3/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthemes.muffingroup.com%2Fbe%2Fartist3%2F&format=xml	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-json/oembed/1.0/embedb392	(from https://themes.muffingroup.com/be/artist3/)
16:26:46	1940/1940	---M--	200	added ('OK')	image/png	etag:%22794-5a8a8e38e7022%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-logo.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-logo.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2013:26:42%20GMT	http://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-glow.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-glow.e.delayed	(from https://themes.muffingroup.com/be/artist3/)
16:26:47	26317/26317	---M--	200	added ('OK')	image/jpeg	etag:%2266cd-5a8a8e38d85c3%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-glow.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-glow.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2013:26:43%20GMT	http://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-dude-slider.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-dude-slider.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:47	121380/121380	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:17:19%20GMT	https://themes.muffingroup.com/be/artist3/shop/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/shop/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:47	260684/260684	---M--	200	added ('OK')	image/png	etag:%223fa4c-5a8a8e38d08c4%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-dude-slider.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-dude-slider.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:47	102836/102836	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2012:19:27%20GMT	https://themes.muffingroup.com/be/artist3/about-me/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/about-me/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Oct%202020%2013:26:43%20GMT	http://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-signature.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-signature.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:49	99313/99313	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:19:21%20GMT	https://themes.muffingroup.com/be/artist3/process/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/process/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:49	93919/93919	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:44%20GMT	https://themes.muffingroup.com/be/artist3/contact/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/contact/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:49	141009/141009	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:45%20GMT	https://themes.muffingroup.com/be/artist3/cart/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/cart/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:49	3293/3293	---M--	200	added ('OK')	image/png	etag:%22cdd-5a8a8e38efcc1%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-signature.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-signature.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:49	6599/6599	---M--	200	added ('OK')	image/png	etag:%2219c7-5a8a8e38da503%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo4.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo4.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:50	6751/6751	---M--	200	added ('OK')	image/png	etag:%221a5f-5a8a8e38e02c3%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo2.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo2.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:50	6379/6379	---M--	200	added ('OK')	image/png	etag:%2218eb-5a8a8e38eaea2%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo1.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo1.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:50	4724/4724	---M--	200	added ('OK')	image/png	etag:%221274-5a8a8e38e9f02%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo3.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-logo3.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:50	11092/11092	---M--	200	added ('OK')	image/jpeg	etag:%222b54-5a8a8e38d4744%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-8-300x300.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-8-300x300.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:50	13012/13012	---M--	200	added ('OK')	image/jpeg	etag:%2232d4-5a8a8e38f5a81%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-3-300x300.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-3-300x300.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:51	17490/17490	---M--	200	added ('OK')	image/jpeg	etag:%224452-5a8a8e38dd3e3%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-4-300x300.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-4-300x300.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:51	10423/10423	---M--	200	added ('OK')	image/jpeg	etag:%2228b7-5a8a8e38f6a21%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-7-300x300.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-7-300x300.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:51	24784/24784	---M--	200	added ('OK')	image/jpeg	etag:%2260d0-5a8a8e38e8f62%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-9-300x300.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-9-300x300.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:51	30245/30245	---M--	200	added ('OK')	image/jpeg	etag:%227625-5a8a8e38eed21%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-13-300x300.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-product-13-300x300.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:52	135702/135702	---M--	200	added ('OK')	image/png	etag:%2221216-5a8a8e38e7fc2%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-pattern.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-pattern.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:52	115911/115911	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:47%20GMT	https://themes.muffingroup.com/be/artist3/product/cras-accumsan/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/product/cras-accumsan/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:52	255853/255853	---M--	200	added ('OK')	image/png	etag:%223e76d-5a8a8e38d56e3%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-bg-content-1.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-slider-bg-content-1.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:52	125328/125328	---M--	200	added ('OK')	image/jpeg	etag:%221e990-5a8a8e38dc443%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-4.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-4.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:52	70513/70513	---M--	200	added ('OK')	image/jpeg	etag:%2211371-5a8a8e38e50e2%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-3.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-3.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:53	149824/149824	---M--	200	added ('OK')	image/jpeg	etag:%2224940-5a8a8e38cca44%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-2.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-2.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:53	122135/122135	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:48%20GMT	https://themes.muffingroup.com/be/artist3/?add-to-cart=60	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/index7054.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:53	51611/51611	---M--	200	added ('OK')	image/jpeg	etag:%22c99b-5a8a8e38f5a81%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-1.jpg	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-slider-slide-1.jpg	(from https://themes.muffingroup.com/be/artist3/)
16:26:53	3390/3390	---M--	200	added ('OK')	image/png	etag:%22d3e-5a8a8e38e6082%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-quotes.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-quotes.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:53	9858/9858	---M--	200	added ('OK')	image/png	etag:%222682-5a8a8e38efcc1%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-testimonial-1.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-testimonial-1.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:53	9924/9924	---M--	200	added ('OK')	image/png	etag:%2226c4-5a8a8e38f5a81%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-testimonial-4.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-testimonial-4.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:54	115961/115961	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:49%20GMT	https://themes.muffingroup.com/be/artist3/product/cras-iaculis-eros/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/product/cras-iaculis-eros/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:54	9585/9585	---M--	200	added ('OK')	image/png	etag:%222571-5a8a8e38cca44%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-testimonial-2.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-testimonial-2.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:54	83138/83138	---M--	200	added ('OK')	image/png	etag:%22144c2-5a8a8e38dd3e3%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-leaf.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-home-leaf.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:54	29086/29086	---M--	200	added ('OK')	image/png	etag:%22719e-5a8a8e38f2ba1%22	https://themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-logo-footer.png	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/uploads/2020/06/artist3-logo-footer.png	(from https://themes.muffingroup.com/be/artist3/)
16:26:54	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f86ff0f-4d7%22	https://themes.muffingroup.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://themes.muffingroup.com/be/artist3/)
16:26:55	20603/20603	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a4c-5b1004ad33a1d%22	https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/361f6.js	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/cache/minify/361f6.js	(from https://themes.muffingroup.com/be/artist3/)
16:26:55	122135/122135	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:50%20GMT	https://themes.muffingroup.com/be/artist3/?add-to-cart=54	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/index413e.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:55	4881/4881	---M-Z	200	added ('OK')	application/x-javascript	etag:%227bd-5b1a2615f528b%22	https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/43e37.js	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/cache/minify/43e37.js	(from https://themes.muffingroup.com/be/artist3/)
16:26:55	1988/1988	---M-Z	200	added ('OK')	application/x-javascript	etag:%22301-5b1004adf5f6c%22	https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/b9e8d.js	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/cache/minify/b9e8d.js	(from https://themes.muffingroup.com/be/artist3/)
16:26:55	62356/62356	---M-Z	200	added ('OK')	application/x-javascript	etag:%224083-5b1004adf01ad%22	https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/6b5ed.js	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/cache/minify/6b5ed.js	(from https://themes.muffingroup.com/be/artist3/)
16:26:56	308410/308410	---M-Z	200	added ('OK')	application/x-javascript	etag:%221387d-5b1b529fc10ef%22	https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/bcf24.js	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/cache/minify/bcf24.js	(from https://themes.muffingroup.com/be/artist3/)
16:26:56	116788/116788	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:51%20GMT	https://themes.muffingroup.com/be/artist3/product/donec-porttitor/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/product/donec-porttitor/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:56	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-5a8a8e36f5f2a%22	https://themes.muffingroup.com/be/artist3/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/06b19.css)
16:26:56	122135/122135	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:52%20GMT	https://themes.muffingroup.com/be/artist3/?add-to-cart=55	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/index9d7e.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:57	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222f68-5a8a8e36fdc29%22	https://themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/06b19.css)
16:26:57	122135/122135	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:53%20GMT	https://themes.muffingroup.com/be/artist3/?add-to-cart=58	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/index0a69.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:57	115972/115972	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:53%20GMT	https://themes.muffingroup.com/be/artist3/product/lorem-ipsum-dolor/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/product/lorem-ipsum-dolor/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:58	116332/116332	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:53%20GMT	https://themes.muffingroup.com/be/artist3/product/etiam-quis-leo/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/product/etiam-quis-leo/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:58	7536/7536	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221d70-5a8a8e36febc9%22	https://themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/06b19.css)
16:26:58	122135/122135	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:54%20GMT	https://themes.muffingroup.com/be/artist3/?add-to-cart=32	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/index7789.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:59	116754/116754	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:54%20GMT	https://themes.muffingroup.com/be/artist3/product/magna-tempor/	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/product/magna-tempor/index.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:59	11968/11968	---M--	200	added ('OK')	application/x-font-ttf	etag:%222ec0-5a8a8e36fdc29%22	https://themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/06b19.css)
16:26:59	122135/122135	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:55%20GMT	https://themes.muffingroup.com/be/artist3/?add-to-cart=64	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/indexedb8.html	(from https://themes.muffingroup.com/be/artist3/)
16:26:59	13691/13691	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22357b-5a8a8e36febc9%22	https://themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/06b19.css)
16:26:59	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5a8a8e3701aa9%22	https://themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/06b19.css)
16:26:59	122366/122366	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Oct%202020%2013:26:55%20GMT	https://themes.muffingroup.com/be/artist3/?utm_source=demos	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/indexaa26.html	(from https://themes.muffingroup.com/be/artist3/)
16:27:00	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5a8a8e3701aa9%22	https://themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/Tweek/Desktop/Proj/themes.muffingroup.com/be/artist3/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://themes.muffingroup.com/be/artist3/wp-content/cache/minify/06b19.css)
